1	0.1832
2	0.1613
3	0.2975
4	0.3452
5	0.6629
6	0.8313
7	0.8997
8	0.9896
9	1.0000
10	1.0000
11	1.0000
12	1.0000
13	1.0000
14	1.0000
15	1.0000
16	1.0000
17	1.0000
18	1.0000
19	1.0000
20	1.0000
21	1.0000
22	1.0000
23	1.0000
24	1.0000
25	1.0000
26	1.0000
27	1.0000
28	1.0000
29	1.0000
30	1.0000
